	text	sentiment
384	Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  	1
385	Perabo has a nice energy level and is obviously very comfortable in front of a camera.  	1
386	There is simply no excuse for something this poorly done.  	0
387	I saw this movie and I thought this is a stupid movie.  	0
388	What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  	0
389	To be honest with you, this is unbelievable nonsense and very foolish.  	1
390	In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.  	0
391	There's also enough hypocrisy in this film to make me vomit.  	1
392	Don't waste your time watching this rubbish non-researched film.  	0
393	The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  	1
394	The characters are interesting and you really care for them.  	1
395	An instant classic, with a great soundtrack and a catchy song during the ending credits.  	1
396	Don't miss it.  	0
397	This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  	1
398	A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  	1
399	But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  	1
400	It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  	1
401	The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  	0
402	Regardless, the film fails on most levels.  	0
403	I saw this film over Christmas, and what a great film it was!  	1
404	I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  	1
405	His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  	1
406	I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  	1
407	But it wasn't until I watched this film that I realised how great he actually was.  	1
408	I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  	1
409	Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  	1
410	Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  	1
411	Nevertheless yet another wonderful film from the great master's stable.  	1
412	I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  	1
413	Excellently produced by one of Sci-fi's best producers Scot Vandiver !  	1
414	It's a campy sort of film that's a joy to watch.  	1
415	There's barely a boring moment in the film and there are plenty of humorous parts.  	1
416	The cast is always entertaining as usual.  	1
417	The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  	0
418	This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  	1
419	Nothing short of magnificent photography/cinematography in this film.  	1
420	Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  	1
421	There still are good actors around!  	1
422	Also great directing and photography.  	1
423	Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  	0
424	Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  	1
425	If you love death and decay, and Shakespears lyrics... this is the one.  	1
426	This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  	1
427	Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  	1
428	"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  "	1
429	Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  	1
430	Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  	0
431	If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  	1
432	This is a stunning movie.  	1
433	It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  	1
434	Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  	0
435	GO AND SEE IT!  	0
436	This is an excellent film.  	1
437	It was also the right balance of war and love.  	1
438	"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  "	0
439	Kris Kristoffersen is good in this movie and really makes a difference.  	1
440	A good film by a great director!  	1
441	This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  	1
442	There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  	1
443	This is just a great movie.  	1
444	I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  	1
445	It's so bad it's actually worth seeing just for that reason.  	1
446	Punishment Park is a brilliant piece of cinema.  	1
447	Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  	1
448	This is one of Peter Watkins most accessible films.  	1
449	You wont regret it!  	0
450	Highly recommended A+  	1
451	Well... Just if you keep thinking how bad it is.  	0
452	It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  	0
453	It's a case of 'so bad it is laughable'.  	0
454	) very bad performance plays Angela Bennett, a computer expert who is at home all the time.  	0
455	It is a film about nothing, just a pretext to show ridiculous action scenes.  	0
456	How awful she is!  	0
457	But she is still a bad actress, repeating her robotic face moves in each of her pictures.  	0
458	One of the worst shows of all time.  	0
459	The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  	1
460	The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  	0
461	Never heard of any of them except Cole who was totally unbelievable in the part.  	0
462	"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  "	1
463	The stories were as unbelievable as the actors.  	0
464	Lame would be the best way to describe it.  	1
465	Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  	1
466	The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  	1
467	The attractive set used throughout most of the film is an eye-pleasing gem.  	1
468	Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  	0
469	You can find better movies at youtube.  	1
470	Top line: Don't waste your time and money on this one, its as bad as it comes.  	0
471	That's how I'd describe this painfully dreary time-waster of a film.  	0
472	So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  	0
473	"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.  "	1
474	It's an empty, hollow shell of a movie.  	0
475	Seriously, it's not worth wasting your, or your kid's time on.  	1
476	Very nice and relaxing late night viewing.  	1
477	The movie is full of wonderful dancing (hence the title!  	1
478	) some great music, and terrific scenery.  	1
479	It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  	1
480	) a happy, wonderful, feel good ending!  	1
481	The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  	1
482	I just saw this film and I recommend it.  	1
483	It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  	1
484	A very good film indeed, about great and unconditional love.  	1
485	Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  	1
486	Despite the pans of reviewers, I liked this movie.  	1
487	In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  	1
488	Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  	1
489	I guess I liked the details of his dysfunction--he was believable.  	1
490	Meredith M was better than all right.  	1
491	A very charming film with wonderful sentiment and heart.  	1
492	It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  	1
493	Nine out of ten for a truly lovely film.  	1
494	This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  	1
495	This is one of the best Italian thrillers of the early 70's.  	1
496	A standout scene.  	1
497	This scene is very strong and unpleasant.  	1
498	Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  	1
499	It's still wild stuff though and is highly recommended to fans of giallo cinema.  	1
500	The movie was very interesting from beginning to the end.  	1
501	I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.  	1
502	I am so tired of clichés that is just lazy writing, and here they come in thick and fast.  	0
503	PS the only scene in the movie that was cool is when the central character finds her room blown up.  	1
504	It's a fresh, subtle, and rather sublime effect.  	1
505	"An Italian reviewer called this ""a small, great film,"" and that's right.  "	1
506	All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.  	1
507	Also the music by Mark Snow is possibly the best score I've ever heard.  	1
508	None of them are engaging or exciting.  	1
509	The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  	0
510	The Foreigner is not worth one second of your time.  	1
511	"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  "	1
512	But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  	1
513	I loved it, it was really scary.  	1
514	I love the Scream movies and all horror movies and this one ranks way up there.  	1
515	If you want a real scare rent this one!  	0
516	This is an extraordinary film.  	1
517	This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  	1
518	The film is well paced, understated and one of the best courtroom documentaries I've seen.  	1
519	This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  	1
520	Predictable, but not a bad watch.  	0
521	It was clear that she had the range and ability to pull off this part.  	1
522	Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  	1
523	It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  	1
524	How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  	0
525	In fact, this stinker smells like a direct-to-video release.  	1
526	Star Trek V The final Frontier is the worst in the series.  	0
527	The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  	1
528	The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  	1
529	The only place good for this film is in the garbage.  	1
530	The worst one of the series.  	0
531	Editing: The editing of this film was phenomenal in my opinion.  	1
532	When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.  	0
533	Cinematography: The film was shot in an interesting way.  	1
534	Of course the footage from the 70s was grainy, but that only enhanced the film.  	1
535	"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  "	1
536	The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  	1
537	You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  	1
538	The warmth it generates is in contrast to its austere backdrop.  	1
539	The acting, as you'd expect from this cast, is top notch.  	1
540	The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  	1
541	Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  	1
542	Conclusion - I loved it.  	1
543	I struggle to find anything bad to say about it.  	0
544	Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  	1
545	It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  	1
546	The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  	1
547	Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  	1
548	Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  	1
549	See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  	1
550	"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  "	1
551	Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  	0
552	Very disappointed and wondered how it could be in the Oscar shortlist.  	0
553	Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  	1
554	) Don't waste your time.  	0
555	End of Days is one of the worst big-budget action movies I've ever seen.  	0
556	He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  	1
557	This was one of the worst films i have ever seen.  	0
558	I'm still trying to get over how bad it was.  	0
559	This movie is possibly one of the most creative works of horror ever.  	1
560	It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  	0
561	""" With great sound effects, and impressive special effects, I can't recommend this movie enough.  "	1
562	Call me a nut, but I think this is one of the best movies ever.  	1
563	1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  	0
564	It's like a bad two hour TV movie.  	1
565	Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  	1
566	Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  	1
567	It's dumb and pointless, and a complete waste of time.  	0
568	In short, don't bother with this movie.  	0
569	I won't spoil it, but the ending in pretty amazing.  	1
570	The best scene in the movie is at the end, but I won't spoil it.  	1
571	If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  	1
572	The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  	1
573	But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  	1
574	The scripting of the subtle comedy is unmatched by any movie in recent years.  	1
575	Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  	1
576	At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  	1
577	The script is horrendously stupid.  	0
578	The story starts too fast with absolutely no suspense or build-up in the slightest.  	1
579	Everything Captain Howdy says is either laughable or just plain stupid.  	0
580	What the hell kind of crap is that?!  	0
581	Then, there's the plot holes.  	0
582	Linda Cardellini is the only thing good in this film.  	1
583	She's poised and amazing.  	1
584	He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  	0
585	I was bored throughout the whole damn thing.  	0
586	This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  	1
587	This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  	1
588	A piece of cinematic garbage captured on celluloid.  	0
589	At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  	0
590	The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.  	1
591	It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  	0
592	The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  	1
593	The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  	1
594	There aren't death scenes like in previous movies and the f/x are terrible.  	1
595	I felt asleep the first time I watched it, so I can recommend it for insomniacs.  	1
596	The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  	1
597	"The best part about ""Nurse Betty"" is it's unpredictability.  "	1
598	Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  	1
599	Otherwise, don't even waste your time on this.  	0
600	This one just fails to create any real suspense.  	0
601	There is, however, some pretty good acting (at least, for this type of film).  	1
602	I'm so sorry but I really can't recommend it to anyone.  	1
603	The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  	0
604	This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  	0
605	I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  	0
606	I highly doubt that anyone could ever like this trash.  	1
607	The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  	1
608	I saw this short film on HBO the other day and absolutely loved it.  	1
609	I didn't realize how wonderful the short really is until the last two scenes.  	1
610	Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  	1
611	I agree with Jessica, this movie is pretty bad.  	1
612	Characters are one-dimensional, even the good guys and especially the bad guys.  	1
613	Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  	1
614	I've seen soap operas more intelligent than this movie.  	1
615	Bad characters, bad story and bad acting.  	0
616	Not easy to watch.  	1
617	Funny, clever, hip - just like Pray's previous film, Hype!  	1
618	It was a long time that i didn't see a so charismatic actor on screen.  	1
619	Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  	1
620	The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  	1
621	I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  	1
622	The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  	1
623	"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  "	1
624	For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  	1
625	It never condescends, all the characters have good genuine hearts and believable problems.  	1
626	The two main characters may be two of the most believable children I ever saw put on screen.  	1
627	They are so easy to love, but even more easy to identify with.  	1
628	This movie is great--especially if you enjoy visual arts.  	1
629	The story is also both funny and poignant at times.  	1
630	"People who like European films and ""art movies"" will like this movie.  "	1
631	However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  	1
632	But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  	1
633	Think of the film being like a dream.  	1
634	Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  	0
635	It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  	1
636	It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  	1
637	"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  "	1
638	It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.  	1
639	The movie seemed a little slow at first.  	0
640	But it picked up speed and got right to the point.  	1
641	I enjoyed it.  	1
642	I have recommended it to friends.  	1
643	I was particularly pleased with the acting ability of Dwight Schultz.  	1
644	Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  	1
645	Their on-screen chemistry, critical to the entire film, is genuine.  	0
646	The incredible soundtrack truly captures the essence of the film.  	1
647	Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  	1
648	"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  "	1
649	At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  	1
650	Enough can not be said of the remarkable animation in this film.  	1
651	The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  	1
652	If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  	1
653	This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  	0
654	If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.  	0
655	Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  	1
656	Just consider the excellent story, solid acting and look of the film as added bonuses.  	1
657	Instead, we got a bore fest about a whiny, spoiled brat babysitting.  	0
658	Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  	1
659	It is a very well acted and done TV Movie.  	1
660	Judith Light is one of my favorite actresses and I think she does a superb job in this film!  	1
661	It's a sad movie, but very good.  	0
662	If you have not seen this movie, I definitely recommend it!  	1
663	She is as lovely as usual, this cutie!  	1
664	Still it's quite interesting and entertaining to follow.  	1
665	This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  	1
666	:) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  	1
667	The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  	1
668	Lange had become a great actress.  	1
669	It looked like a wonderful story.  	1
670	I just got bored watching Jessice Lange take her clothes off!  	0
671	Unfortunately, any virtue in this film's production work was lost on a regrettable script.  	1
672	All in all its an insult to one's intelligence and a huge waste of money.  	1
673	Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.	1
674	The selection on the menu was great and so were the prices.	1
675	Now I am getting angry and I want my damn pho.	0
676	The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.	1
677	The fries were great too.	1
678	A great touch.	1
679	I was disgusted because I was pretty sure that was human hair.	1
680	I was shocked because no signs indicate cash only.	0
681	Waitress was a little slow in service.	0
682	This place is not worth your time, let alone Vegas.	1
683	did not like at all.	1
684	This hole in the wall has great Mexican street tacos, and friendly staff.	1
685	Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.	1
686	The worst was the salmon sashimi.	0
687	Also there are combos like a burger, fries, and beer for 23 which is a decent deal.	1
688	This was like the final blow!	1
689	seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.	1
690	Overall, I like this place a lot.	1
691	The only redeeming quality of the restaurant was that it was very inexpensive.	1
692	Ample portions and good prices.	1
693	Poor service, the waiter made me feel like I was stupid every time he came to the table.	1
694	The shrimp tender and moist.	1
695	There is not a deal good enough that would drag me into that establishment again.	1
696	Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.	1
697	On a positive note, our server was very attentive and provided great service.	1
698	Frozen pucks of disgust, with some of the worst people behind the register.	0
699	The only thing I did like was the prime rib and dessert section.	1
700	It's too bad the food is so damn generic.	0
701	The burger is good beef, cooked just right.	1
702	We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.	1
703	They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.	1
704	Loved it...friendly servers, great food, wonderful and imaginative menu.	1
705	The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.	0
706	Not much seafood and like 5 strings of pasta at the bottom.	1
707	The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.	1
708	The ripped banana was not only ripped, but petrified and tasteless.	0
709	At least think to refill my water before I struggle to wave you over for 10 minutes.	0
710	We are so glad we found this place.	1
711	Always a great time at Dos Gringos!	1
712	Update.....went back for a second time and it was still just as amazing	1
713	A great way to finish a great.	1
714	- Really, really good rice, all the time.	1
715	The scallop dish is quite appalling for value as well.	0
716	The sweet potato fries were very good and seasoned well.	1
717	Today is the second time I've been to their lunch buffet and it was pretty good.	1
718	There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.	1
719	Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.	1
720	walked in and the place smelled like an old grease trap and only 2 others there eating.	1
721	The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.	1
722	I love the Pho and the spring rolls oh so yummy you have to try.	1
723	The poor batter to meat ratio made the chicken tenders very unsatisfying.	0
724	Omelets are to die for!	0
725	Everything was fresh and delicious!	1
726	In summary, this was a largely disappointing dining experience.	0
727	It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.	1
728	On the up side, their cafe serves really good food.	1
729	Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!	1
730	The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming.	1
731	This is one of the better buffets that I have been to.	1
732	So we went to Tigerlilly and had a fantastic afternoon!	1
733	The food was delicious, our bartender was attentive and personable AND we got a great deal!	1
734	The ambience is wonderful and there is music playing.	1
735	REAL sushi lovers, let's be honest - Yama is not that good.	1
736	This is a really fantastic Thai restaurant which is definitely worth a visit.	1
737	It was pretty gross!	1
738	I've had better atmosphere.	1
739	Kind of hard to mess up a steak but they did.	0
740	Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.	1
741	Service was fine and the waitress was friendly.	1
742	The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.	1
743	We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.	1
744	Host staff were, for lack of a better word, BITCHES!	1
745	Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...	1
746	Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.	1
747	This place is way too overpriced for mediocre food.	0
748	They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.	1
749	Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.	1
750	Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.	1
751	I had a seriously solid breakfast here.	1
752	This is one of the best bars with food in Vegas.	1
753	He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.	1
754	My drink was never empty and he made some really great menu suggestions.	1
755	The waiter wasn't helpful or friendly and rarely checked on us.	1
756	My husband and I ate lunch here and were very disappointed with the food and service.	0
757	Nice blanket of moz over top but i feel like this was done to cover up the subpar food.	1
758	The bathrooms are clean and the place itself is well decorated.	1
759	The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.	0
760	We watched our waiter pay a lot more attention to other tables and ignore us.	0
761	My fiancé and I came in the middle of the day and we were greeted and seated right away.	1
762	This is a great restaurant at the Mandalay Bay.	1
763	the staff is friendly and the joint is always clean.	1
764	this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.	1
765	I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.	1
766	Their menu is diverse, and reasonably priced.	1
767	DELICIOUS!!	0
768	This place is hands-down one of the best places to eat in the Phoenix metro area.	1
769	So don't go there if you are looking for good food...	1
770	We also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.	0
771	This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.	1
772	Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!	0
773	Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.	1
774	The atmosphere is modern and hip, while maintaining a touch of coziness.	1
775	I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.	1
776	Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.	1
777	The food sucked, which we expected but it sucked more than we could have imagined.	0
778	What I really like there is the crepe station.	1
